id,cad_number,received_datetime,entry_datetime,dispatch_datetime,enroute_datetime,onscene_datetime,close_datetime,call_type_original,call_type_original_desc,call_type_original_notes,call_type_final,call_type_final_desc,call_type_final_notes,priority_original,priority_final,agency,disposition,onview_flag,sensitive_call,intersection_name,intersection_id,intersection_point,supervisor_district,analysis_neighborhood,police_district,call_last_updated_at,data_as_of,data_loaded_at,Analysis Neighborhoods
33233038,251160963,2025/04/26 09:36:56 AM,2025/04/26 09:36:56 AM,2025/04/26 09:36:56 AM,2025/04/26 09:36:56 AM,2025/04/26 09:36:56 AM,2025/04/26 10:43:10 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/26 10:43:12 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33218443,251150582,2025/04/25 07:48:41 AM,2025/04/25 07:48:41 AM,2025/04/25 11:29:23 AM,2025/04/25 11:29:23 AM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,CROSSWALK,C,C,Municipal Transportation Agency,,N,false,LAGUNA ST \ WASHINGTON ST,26558000,POINT (-122.429447192 37.792216898),2,Pacific Heights,NORTHERN,2025/04/25 11:29:24 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,30
33213001,251142858,2025/04/24 07:47:56 PM,2025/04/24 07:47:56 PM,2025/04/24 11:24:51 PM,2025/04/24 11:24:51 PM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,500F,C,C,Municipal Transportation Agency,,N,false,APOLLO ST \ TOPEKA AVE,20533000,POINT (-122.396865377 37.732614179),10,Bayview Hunters Point,BAYVIEW,2025/04/24 11:24:52 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,1
33231794,251160631,2025/04/26 07:37:42 AM,2025/04/26 07:37:42 AM,2025/04/26 09:01:41 AM,2025/04/26 09:01:41 AM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,22500F,C,C,Municipal Transportation Agency,,N,false,ARGUELLO BLVD \ MCALLISTER ST,27204000,POINT (-122.458435272 37.775239764),1,Inner Richmond,RICHMOND,2025/04/26 09:01:42 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,11
33240000,251161897,2025/04/26 02:34:28 PM,2025/04/26 02:34:28 PM,2025/04/26 08:15:42 PM,2025/04/26 08:15:42 PM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,22500F,C,C,Municipal Transportation Agency,,N,false,CHESTNUT ST \ VAN NESS AVE,26695000,POINT (-122.424731259 37.802280984),3,Marina,NORTHERN,2025/04/26 08:15:43 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,13
33222342,251152289,2025/04/25 04:30:59 PM,2025/04/25 04:30:59 PM,2025/04/25 04:30:59 PM,2025/04/25 04:30:59 PM,2025/04/25 04:30:59 PM,2025/04/25 04:32:13 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 04:32:15 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33217674,251151076,2025/04/25 10:28:51 AM,2025/04/25 10:28:51 AM,2025/04/25 10:28:51 AM,2025/04/25 10:28:51 AM,2025/04/25 10:28:51 AM,2025/04/25 10:33:32 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Sheriff,,Y,true,,,,,,,2025/04/25 10:33:34 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33239233,251161988,2025/04/26 03:01:48 PM,2025/04/26 03:07:35 PM,2025/04/26 07:08:00 PM,2025/04/26 07:08:00 PM,2025/04/26 07:08:02 PM,2025/04/26 07:14:39 PM,917,SUSPICIOUS PERSON,USERS,917,SUSPICIOUS PERSON,USERS,C,C,Police,ADV,N,false,COLLINGWOOD ST \ MARKET ST,25820000,POINT (-122.436241805 37.762137626),8,Castro/Upper Market,MISSION,2025/04/26 07:14:41 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,5
33237541,251162206,2025/04/26 04:13:01 PM,2025/04/26 04:16:05 PM,2025/04/26 04:21:44 PM,2025/04/26 04:21:44 PM,2025/04/26 04:21:44 PM,2025/04/26 04:40:29 PM,418,FIGHT NO WEAPON,601,418,FIGHT NO WEAPON,601,B,B,Police,HAN,N,false,21ST ST \ SAN CARLOS ST,24147000,POINT (-122.419689114 37.756987979),9,Mission,MISSION,2025/04/26 04:40:31 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33224196,251152582,2025/04/25 05:44:59 PM,2025/04/25 05:46:55 PM,2025/04/25 06:23:20 PM,2025/04/25 06:23:20 PM,2025/04/25 06:23:20 PM,2025/04/25 06:46:28 PM,917,SUSPICIOUS PERSON,,917,SUSPICIOUS PERSON,,C,C,Police,ADV,N,false,16TH ST \ WIESE ST,24180000,POINT (-122.420482492 37.765002197),9,Mission,MISSION,2025/04/25 06:46:30 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33232311,251160872,2025/04/26 09:06:33 AM,2025/04/26 09:08:19 AM,2025/04/26 09:43:21 AM,2025/04/26 09:43:21 AM,,,917,SUSPICIOUS PERSON,,917,SUSPICIOUS PERSON,,C,C,Police,,N,false,EDDY ST \ FRANKLIN ST,25191000,POINT (-122.422463744 37.782685368),2,Western Addition,NORTHERN,2025/04/26 09:43:21 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,39
33219555,251151185,2025/04/25 10:59:08 AM,2025/04/25 10:59:08 AM,2025/04/25 10:59:08 AM,2025/04/25 10:59:08 AM,2025/04/25 10:59:08 AM,2025/04/25 12:49:11 PM,905,MEET W/CITY EMPLOYEE,,905,MEET W/CITY EMPLOYEE,,B,B,Police,HAN,Y,false,06TH ST \ STEVENSON ST,24295000,POINT (-122.409693262 37.781754328),6,South of Market,SOUTHERN,2025/04/25 12:49:12 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,34
33239215,251162652,2025/04/26 07:12:15 PM,2025/04/26 07:12:15 PM,2025/04/26 07:12:15 PM,2025/04/26 07:12:15 PM,2025/04/26 07:12:15 PM,2025/04/26 07:12:20 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/26 07:12:21 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33225541,251152898,2025/04/25 07:31:02 PM,2025/04/25 07:31:35 PM,2025/04/25 08:10:26 PM,2025/04/25 08:10:26 PM,,,409,TOW TRUCK,.27,409,TOW TRUCK,.27,C,C,Municipal Transportation Agency,,N,false,MASON ST \ POST ST,24919000,POINT (-122.41005693 37.788082187),3,Nob Hill,CENTRAL,2025/04/25 08:10:26 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,21
33239639,251162777,2025/04/26 07:46:55 PM,2025/04/26 07:48:57 PM,2025/04/26 07:50:01 PM,2025/04/26 07:50:01 PM,,,221,PERSON W/GUN,,221,PERSON W/GUN,,A,A,Police,,N,false,BROADWAY \ ROMOLO ST,25319000,POINT (-122.40623139 37.797920273),3,North Beach,CENTRAL,2025/04/26 07:50:02 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,23
33221994,251152001,2025/04/25 03:02:55 PM,2025/04/25 03:02:55 PM,2025/04/25 03:02:55 PM,2025/04/25 03:02:55 PM,2025/04/25 03:02:55 PM,2025/04/25 04:07:41 PM,917,SUSPICIOUS PERSON,,917,SUSPICIOUS PERSON,,C,C,Police,ND,Y,false,OFARRELL ST \ STOCKTON ST,24902000,POINT (-122.406398878 37.786615347),3,Financial District/South Beach,TENDERLOIN,2025/04/25 04:07:42 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,8
33233169,251160874,2025/04/26 09:08:16 AM,2025/04/26 09:09:31 AM,2025/04/26 10:29:02 AM,2025/04/26 10:29:02 AM,2025/04/26 10:35:39 AM,2025/04/26 10:53:02 AM,409,TOW TRUCK,7.2.45,409,TOW TRUCK,7.2.45,C,C,Municipal Transportation Agency,CIT,N,false,CESAR CHAVEZ ST \ HARRISON ST,21173000,POINT (-122.411484129 37.748298287),9,Mission,MISSION,2025/04/26 10:53:03 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33229517,251160301,2025/04/26 02:58:47 AM,2025/04/26 02:58:47 AM,2025/04/26 02:58:47 AM,2025/04/26 02:58:47 AM,2025/04/26 02:58:47 AM,2025/04/26 03:10:06 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/26 03:10:08 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33231260,251160698,2025/04/26 08:11:25 AM,2025/04/26 08:13:39 AM,2025/04/26 08:14:10 AM,2025/04/26 08:14:10 AM,2025/04/26 08:16:57 AM,2025/04/26 08:19:41 AM,100A,AUDIBLE ALARM,,100A,AUDIBLE ALARM,,B,B,Police,PAS,N,true,,,,,,,2025/04/26 08:19:44 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33230957,251160517,2025/04/26 06:28:32 AM,2025/04/26 06:28:32 AM,2025/04/26 07:45:25 AM,2025/04/26 07:45:25 AM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,22514,C,C,Municipal Transportation Agency,,N,false,AVALON AVE \ EDINBURGH ST,21678000,POINT (-122.428482292 37.725900814),11,Excelsior,INGLESIDE,2025/04/26 07:45:26 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,7
33223222,251152520,2025/04/25 05:28:44 PM,2025/04/25 05:28:44 PM,2025/04/25 05:28:44 PM,2025/04/25 05:28:44 PM,2025/04/25 05:28:44 PM,2025/04/25 05:37:04 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 05:37:08 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33214379,251150170,2025/04/25 02:01:51 AM,2025/04/25 02:05:15 AM,2025/04/25 02:06:07 AM,2025/04/25 02:06:07 AM,2025/04/25 02:09:08 AM,2025/04/25 02:40:18 AM,650,THREATS / HARASSMENT,221,650,THREATS / HARASSMENT,221,A,A,Police,NOM,N,false,JEFFERSON ST \ TAYLOR ST,25594000,POINT (-122.415802425 37.808214054),3,North Beach,CENTRAL,2025/04/25 02:40:20 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,23
33238245,251162340,2025/04/26 05:08:59 PM,2025/04/26 05:09:55 PM,2025/04/26 05:10:48 PM,2025/04/26 05:10:48 PM,2025/04/26 05:13:02 PM,2025/04/26 05:42:06 PM,800,MENTALLY DISTURBED,,800,MENTALLY DISTURBED,,B,B,Police,ND,N,false,BACON ST \ SAN BRUNO AVE,33647000,POINT (-122.40359289 37.727634126),9,Portola,BAYVIEW,2025/04/26 05:42:07 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,25
33225898,251152829,2025/04/25 07:07:47 PM,2025/04/25 07:07:47 PM,2025/04/25 08:36:42 PM,2025/04/25 08:36:42 PM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,22500E,C,C,Municipal Transportation Agency,,N,false,RETIRO WAY \ RICO WAY,26794000,POINT (-122.438141726 37.804929657),2,Marina,NORTHERN,2025/04/25 08:36:42 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,13
33215964,251150460,2025/04/25 06:57:59 AM,2025/04/25 06:57:59 AM,2025/04/25 06:57:59 AM,2025/04/25 06:57:59 AM,2025/04/25 06:57:59 AM,2025/04/25 07:55:39 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 07:55:41 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33212191,251143123,2025/04/24 09:15:31 PM,2025/04/24 09:16:26 PM,2025/04/24 09:45:50 PM,2025/04/24 09:45:50 PM,2025/04/24 09:55:47 PM,2025/04/24 09:58:11 PM,100A,AUDIBLE ALARM,,100A,AUDIBLE ALARM,,B,B,Police,PAS,N,true,,,,,,,2025/04/24 09:58:12 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33212872,251143330,2025/04/24 10:59:26 PM,2025/04/24 10:59:26 PM,2025/04/24 10:59:26 PM,2025/04/24 10:59:26 PM,2025/04/24 10:59:26 PM,2025/04/24 11:11:55 PM,585,TRAFFIC STOP,,585,TRAFFIC STOP,,B,B,Police,CIT,Y,true,,,,,,,2025/04/24 11:11:58 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33217294,251150945,2025/04/25 09:47:36 AM,2025/04/25 09:47:36 AM,2025/04/25 09:47:36 AM,2025/04/25 09:47:36 AM,2025/04/25 09:47:36 AM,2025/04/25 10:02:13 AM,585,TRAFFIC STOP,,585,TRAFFIC STOP,,B,B,Police,CIT,Y,true,,,,,,,2025/04/25 10:02:13 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33232602,251161009,2025/04/26 09:53:25 AM,2025/04/26 09:53:25 AM,2025/04/26 09:53:25 AM,2025/04/26 09:53:25 AM,2025/04/26 09:53:25 AM,2025/04/26 10:05:40 AM,915,HOMELESS COMPLAINT,,915,HOMELESS COMPLAINT,,C,C,Police,HAN,Y,false,CHURCH ST \ DUBOCE AVE,25884000,POINT (-122.429127986 37.769456129),8,Hayes Valley,NORTHERN,2025/04/26 10:05:42 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,9
33218168,251151105,2025/04/25 10:38:29 AM,2025/04/25 10:38:44 AM,2025/04/25 11:09:24 AM,2025/04/25 11:09:24 AM,,,587,TRAF VIOLATION CITE,7/2/41,587,TRAF VIOLATION CITE,7/2/41,C,C,Municipal Transportation Agency,,N,false,KEARNY ST \ MERCHANT ST,24773000,POINT (-122.40487561 37.794859533),3,Chinatown,CENTRAL,2025/04/25 11:09:25 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,6
33220333,251151672,2025/04/25 01:26:37 PM,2025/04/25 01:26:37 PM,2025/04/25 01:26:37 PM,2025/04/25 01:26:37 PM,2025/04/25 01:26:37 PM,2025/04/25 01:42:20 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/25 01:42:22 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33219723,251151570,2025/04/25 12:55:18 PM,2025/04/25 12:56:18 PM,2025/04/25 01:03:06 PM,2025/04/25 01:03:06 PM,2025/04/25 01:04:01 PM,2025/04/25 01:04:07 PM,917,SUSPICIOUS PERSON,DRUGS,917,SUSPICIOUS PERSON,DRUGS,C,C,Police,HAN,N,false,ADA CT \ OFARRELL ST,25142000,POINT (-122.41567389 37.785449628),5,Tenderloin,TENDERLOIN,2025/04/25 01:04:08 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33216616,251150768,2025/04/25 08:49:14 AM,2025/04/25 08:49:14 AM,2025/04/25 08:50:25 AM,2025/04/25 08:50:25 AM,2025/04/25 08:53:58 AM,2025/04/25 08:55:22 AM,25A1C,PSYCH-SCRT,,910,WELL BEING CHECK,,A,A,Police,NOM,N,false,HYDE ST \ OFARRELL ST,25145000,POINT (-122.416259706 37.785375975),5,Tenderloin,TENDERLOIN,2025/04/25 08:55:24 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33221675,251151981,2025/04/25 02:55:10 PM,2025/04/25 02:55:10 PM,2025/04/25 02:55:10 PM,2025/04/25 02:55:10 PM,2025/04/25 02:55:10 PM,2025/04/25 03:35:26 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/25 03:35:28 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33231140,251153356,2025/04/25 10:16:14 PM,2025/04/25 10:16:14 PM,2025/04/26 08:07:52 AM,2025/04/26 08:07:52 AM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,7 2 25,C,C,Municipal Transportation Agency,,N,false,ITALY AVE \ PARIS ST,21731000,POINT (-122.437944808 37.717724073),11,Excelsior,INGLESIDE,2025/04/26 08:07:53 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,7
33228912,251160169,2025/04/26 01:45:41 AM,2025/04/26 01:45:41 AM,2025/04/26 01:45:41 AM,2025/04/26 01:45:41 AM,2025/04/26 01:45:41 AM,2025/04/26 01:52:03 AM,418,FIGHT NO WEAPON,,418,FIGHT NO WEAPON,,B,B,Police,ND,Y,false,FILLMORE ST \ MOULTON ST,26750000,POINT (-122.435960785 37.799419242),2,Marina,NORTHERN,2025/04/26 01:52:05 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,13
33231294,251160686,2025/04/26 08:09:33 AM,2025/04/26 08:09:33 AM,2025/04/26 08:09:33 AM,2025/04/26 08:09:33 AM,2025/04/26 08:19:29 AM,2025/04/26 08:22:36 AM,919,SIT/LIE ENFORCEMENT,,919,SIT/LIE ENFORCEMENT,,C,C,Police,GOA,HSOC,false,04TH ST \ STILLMAN ST,28064000,POINT (-122.39859952 37.779979401),6,South of Market,SOUTHERN,2025/04/26 08:22:38 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,34
33230903,251160629,2025/04/26 07:36:16 AM,2025/04/26 07:36:16 AM,2025/04/26 07:36:16 AM,2025/04/26 07:36:16 AM,2025/04/26 07:36:16 AM,2025/04/26 07:37:47 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/26 07:38:36 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33237597,251161839,2025/04/26 02:09:43 PM,2025/04/26 02:09:43 PM,2025/04/26 02:09:43 PM,2025/04/26 02:09:43 PM,2025/04/26 02:09:43 PM,2025/04/26 04:46:30 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/26 04:46:33 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33232695,251161025,2025/04/26 09:57:56 AM,2025/04/26 09:57:56 AM,2025/04/26 10:11:56 AM,2025/04/26 10:11:56 AM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,22502A,C,C,Municipal Transportation Agency,,N,false,Not Available,,,,,,2025/04/26 10:11:56 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33213035,251142348,2025/04/24 04:59:23 PM,2025/04/24 05:00:21 PM,2025/04/24 05:00:49 PM,2025/04/24 05:00:49 PM,2025/04/24 05:21:30 PM,2025/04/24 05:53:00 PM,809,MISSING ADULT,AT RISK,809,MISSING ADULT,AT RISK,A,A,Police,REP,N,false,23RD ST \ POTRERO AVE,23963000,POINT (-122.406480458 37.754564212),9,Mission,MISSION,2025/04/24 11:26:02 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33221872,251152131,2025/04/25 03:43:56 PM,2025/04/25 03:43:56 PM,2025/04/25 03:43:56 PM,2025/04/25 03:43:56 PM,2025/04/25 03:43:56 PM,2025/04/25 03:58:38 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 03:58:40 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33234329,251161430,2025/04/26 11:55:49 AM,2025/04/26 12:00:04 PM,2025/04/26 12:03:06 PM,2025/04/26 12:03:06 PM,2025/04/26 12:08:58 PM,2025/04/26 12:14:08 PM,917,SUSPICIOUS PERSON,,917,SUSPICIOUS PERSON,,B,B,Police,HAN,N,false,LISBON ST \ PERU AVE,21682000,POINT (-122.428903047 37.728221712),11,Excelsior,INGLESIDE,2025/04/26 12:14:10 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,7
33229259,251160239,2025/04/26 02:16:54 AM,2025/04/26 02:19:23 AM,2025/04/26 02:19:53 AM,2025/04/26 02:19:53 AM,2025/04/26 02:22:36 AM,2025/04/26 02:33:44 AM,801,SUICIDE ATTEMPT,,801,SUICIDE ATTEMPT,,A,A,Police,ND,N,true,,,,,,,2025/04/26 02:33:46 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33239627,251162774,2025/04/26 07:48:48 PM,2025/04/26 07:48:48 PM,2025/04/26 07:48:48 PM,2025/04/26 07:48:48 PM,2025/04/26 07:48:48 PM,2025/04/26 07:49:35 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,,Y,true,,,,,,,2025/04/26 07:49:36 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33219186,251151381,2025/04/25 11:59:32 AM,2025/04/25 11:59:32 AM,2025/04/25 11:59:32 AM,2025/04/25 11:59:32 AM,2025/04/25 11:59:32 AM,2025/04/25 12:22:49 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 12:22:50 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33214759,251142910,2025/04/24 08:01:36 PM,2025/04/24 08:02:12 PM,2025/04/24 08:02:48 PM,2025/04/24 08:02:48 PM,2025/04/24 08:05:01 PM,2025/04/25 04:04:48 AM,221,PERSON W/GUN,,221,PERSON W/GUN,,A,A,Police,ARR,N,false,EDDY ST \ MASON ST,24897000,POINT (-122.40930918 37.784349269),5,Tenderloin,TENDERLOIN,2025/04/25 04:04:51 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33234024,251161376,2025/04/26 11:46:57 AM,2025/04/26 11:46:57 AM,2025/04/26 11:46:57 AM,2025/04/26 11:46:57 AM,2025/04/26 11:46:57 AM,2025/04/26 11:55:28 AM,917,SUSPICIOUS PERSON,,917,SUSPICIOUS PERSON,,C,C,Police,CIT,Y,false,06TH ST \ STEVENSON ST,24295000,POINT (-122.409693262 37.781754328),6,South of Market,SOUTHERN,2025/04/26 11:55:29 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,34
33212928,251143214,2025/04/24 09:56:13 PM,2025/04/24 09:57:25 PM,2025/04/24 09:57:54 PM,2025/04/24 09:57:54 PM,2025/04/24 10:04:30 PM,2025/04/24 11:18:42 PM,418DV,FIGHT NO WEAPON DV,,418DV,FIGHT NO WEAPON DV,,A,A,Police,ND,N,true,,,,,,,2025/04/24 11:18:44 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33218669,251150952,2025/04/25 09:47:58 AM,2025/04/25 09:50:00 AM,2025/04/25 10:47:13 AM,2025/04/25 10:47:13 AM,2025/04/25 10:59:16 AM,2025/04/25 11:44:27 AM,459,BURGLARY,,459,BURGLARY,,C,C,Police,REP,N,false,FRONT ST \ JACKSON ST,24697000,POINT (-122.399507499 37.79692643),3,Financial District/South Beach,CENTRAL,2025/04/25 11:44:29 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,8
33212452,251142841,2025/04/24 07:41:16 PM,2025/04/24 07:43:11 PM,2025/04/24 07:44:20 PM,2025/04/24 07:44:20 PM,2025/04/24 07:46:17 PM,2025/04/24 08:15:14 PM,240DV,ASSAULT / BATTERY DV,,240DV,ASSAULT / BATTERY DV,,A,A,Police,REP,N,true,,,,,,,2025/04/24 10:29:49 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33217462,251150929,2025/04/25 09:41:59 AM,2025/04/25 09:41:59 AM,2025/04/25 09:41:59 AM,2025/04/25 09:41:59 AM,2025/04/25 09:41:59 AM,2025/04/25 10:15:37 AM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/25 10:15:38 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33232813,251161091,2025/04/26 10:11:49 AM,2025/04/26 10:15:29 AM,2025/04/26 10:21:30 AM,2025/04/26 10:21:30 AM,,,811,INTOXICATED PERSON,917,811,INTOXICATED PERSON,917,C,C,Police,,N,false,23RD ST \ TREAT AVE,23988000,POINT (-122.413140889 37.754164581),9,Mission,MISSION,2025/04/26 10:21:31 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,20
33227274,251153398,2025/04/25 10:31:53 PM,2025/04/25 10:33:59 PM,2025/04/25 10:36:21 PM,2025/04/25 10:36:21 PM,,,909,MEET W/CITIZEN,,909,MEET W/CITIZEN,,C,C,Police,,N,false,GOLDEN GATE AVE \ LEAVENWORTH ST,24334000,POINT (-122.413865604 37.781863339),5,Tenderloin,TENDERLOIN,2025/04/25 10:36:22 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,36
33223749,251152231,2025/04/25 04:16:02 PM,2025/04/25 04:18:29 PM,2025/04/25 06:12:14 PM,2025/04/25 06:12:14 PM,2025/04/25 06:12:23 PM,2025/04/25 06:13:29 PM,917,SUSPICIOUS PERSON,,917,SUSPICIOUS PERSON,,C,C,Police,UTL,N,false,PAGE ST \ PIERCE ST,26003000,POINT (-122.433922188 37.772620311),5,Haight Ashbury,PARK,2025/04/25 06:13:30 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,3
33222530,251151923,2025/04/25 02:36:41 PM,2025/04/25 02:36:41 PM,2025/04/25 03:41:24 PM,2025/04/25 03:41:24 PM,2025/04/25 04:09:32 PM,2025/04/25 04:44:01 PM,588,TRAF VIOLATION TOW,,588,TRAF VIOLATION TOW,22500E,C,C,Municipal Transportation Agency,HAN,N,false,17TH ST \ DOLORES ST,25703000,POINT (-122.426228479 37.76303087),8,Castro/Upper Market,MISSION,2025/04/25 04:44:02 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,5
33232326,251160838,2025/04/26 08:57:39 AM,2025/04/26 08:58:04 AM,2025/04/26 09:37:08 AM,2025/04/26 09:37:08 AM,2025/04/26 09:43:42 AM,2025/04/26 09:44:32 AM,588,TRAF VIOLATION TOW,500E,588,TRAF VIOLATION TOW,500E,C,C,Municipal Transportation Agency,GOA,N,false,PRADO ST \ SCOTT ST,26997000,POINT (-122.442067091 37.804555928),2,Marina,NORTHERN,2025/04/26 09:44:33 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,13
33238892,251162572,2025/04/26 06:36:38 PM,2025/04/26 06:36:38 PM,2025/04/26 06:36:38 PM,2025/04/26 06:36:38 PM,2025/04/26 06:36:38 PM,2025/04/26 06:43:18 PM,903,PASSING CALL,,903,PASSING CALL,,C,C,Police,HAN,Y,true,,,,,,,2025/04/26 06:43:19 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,
33213258,251142939,2025/04/24 08:09:11 PM,2025/04/24 08:09:11 PM,2025/04/24 11:48:23 PM,2025/04/24 11:48:23 PM,,,587,TRAF VIOLATION CITE,,587,TRAF VIOLATION CITE,500F,C,C,Municipal Transportation Agency,,N,false,29TH AVE \ CLEMENT ST,27842000,POINT (-122.489156973 37.781825014),1,Outer Richmond,RICHMOND,2025/04/24 11:48:25 PM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,29
33229594,251160317,2025/04/26 03:10:53 AM,2025/04/26 03:11:46 AM,2025/04/26 03:15:07 AM,2025/04/26 03:15:07 AM,2025/04/26 03:22:42 AM,2025/04/26 03:22:58 AM,415,NOISE NUISANCE,,415,NOISE NUISANCE,,C,C,Police,UTL,N,false,ITALY AVE \ MADRID ST,21727000,POINT (-122.436331137 37.716953124),11,Excelsior,INGLESIDE,2025/04/26 03:23:00 AM,2025/04/26 08:54:08 PM,2025/04/26 08:55:43 PM,7
